param revenue :=
  [*,1] P1 5.04851136532215, P2 8.82968369035379, P3 8.56789919787368, P4 7.08687122238756, 
  [*,1951] P1 5.22180319979833, P2 10.9327530520071, P3 6.59980953469879, P4 5.70093454244192, 
  [*,1952] P1 5.92973845930692, P2 8.14321779129365, P3 8.36431325791721, P4 6.65233862269019, 
  [*,1953] P1 9.08120480586422, P2 5.5532395882622, P3 7.18931489363713, P4 6.50914369431877, 
  [*,1954] P1 5.88455392806172, P2 7.49185235897813, P3 10.3593598376098, P4 6.7456383300037, 
  [*,1955] P1 5.27231731106281, P2 11.2742843967936, P3 8.18466721400793, P4 6.34297087551042, 
  [*,1956] P1 10.7464283071834, P2 9.99510896680053, P3 7.26649430926985, P4 6.08418617102876, 
  [*,1957] P1 6.50041999629891, P2 8.22043491121725, P3 7.1574853923826, P4 6.41275365302576, 
  [*,1958] P1 10.3853241659799, P2 10.9265989467898, P3 7.54007749559955, P4 5.42803866636494, 
  [*,1959] P1 5.45722502231826, P2 11.0756584496823, P3 7.3130348009935, P4 7.57933678313963, 
  [*,1960] P1 7.62316466892885, P2 9.61012308813801, P3 8.08707603889085, P4 5.57695079043572, 
  [*,1961] P1 5.96707248951712, P2 9.53362088570072, P3 8.92826153677494, P4 6.25364778545434, 
  [*,1962] P1 5.89855348891947, P2 6.67750128892332, P3 5.62770196633458, P4 6.11621094447333, 
  [*,1963] P1 11.5197771537609, P2 7.68538752643369, P3 8.30543568092164, P4 6.21527737037612, 
  [*,1964] P1 9.45976311410033, P2 7.74119650226209, P3 7.1813679466304, P4 5.86373178199213, 
  [*,1965] P1 6.63388811623606, P2 10.5229075752707, P3 8.05543395349443, P4 6.22679821835223, 
  [*,1966] P1 6.63401150354858, P2 8.2429319982332, P3 8.14534999874801, P4 6.4311142575587, 
  [*,1967] P1 10.6066607326527, P2 5.59842855553173, P3 8.04116112368161, P4 6.53765457660817, 
  [*,1968] P1 6.29430608064358, P2 9.14292596590162, P3 7.85883072835544, P4 6.61898048460028, 
  [*,1969] P1 10.3020958238384, P2 6.20361192325667, P3 8.16063506305278, P4 5.9462866293654, 
  [*,1970] P1 7.66501528569477, P2 10.8736089112325, P3 9.26935942839414, P4 5.63799329285754, 
  [*,1971] P1 6.90933411856988, P2 5.24458605435357, P3 7.99015274197122, P4 6.64063301135822, 
  [*,1972] P1 6.74651059102615, P2 7.16192006370034, P3 6.26895518397802, P4 5.8851521057332, 
  [*,1973] P1 5.89363362610791, P2 10.4771369711652, P3 6.85723516086196, P4 5.88708634180337, 
  [*,1974] P1 5.61310059029644, P2 6.4427605135085, P3 7.92438798561506, P4 6.84782975684196, 
  [*,1975] P1 7.94952457190625, P2 7.45631342148898, P3 5.85718369774079, P4 5.90625821044503, 
  [*,1976] P1 6.17594645039452, P2 5.68634256703288, P3 11.8959428497171, P4 6.91534962489808, 
  [*,1977] P1 8.87062450756966, P2 10.1430609618733, P3 5.68300880009345, P4 6.27485145024462, 
  [*,1978] P1 8.58126758374994, P2 6.43677341270781, P3 8.69598612916677, P4 6.46954089079203, 
  [*,1979] P1 10.0849326390307, P2 7.14990378262677, P3 5.24075380285292, P4 5.9822870206809, 
  [*,1980] P1 7.51859636455007, P2 8.55816565706371, P3 5.79521437508553, P4 6.30150391728038, 
  [*,1981] P1 11.8452748137353, P2 8.24513616075069, P3 8.85058758234445, P4 6.32435965134707, 
  [*,1982] P1 9.28029986276222, P2 8.86069649768337, P3 7.42770696372147, P4 6.6216117408173, 
  [*,1983] P1 5.07902308227193, P2 5.68409356296699, P3 6.52481690059082, P4 7.1199639484616, 
  [*,1984] P1 10.0679975711932, P2 5.62599168320513, P3 7.51839345189841, P4 6.05560033748108, 
  [*,1985] P1 10.2428869340623, P2 6.15261128090992, P3 9.97107979057606, P4 6.89730203893507, 
  [*,1986] P1 10.9142991967909, P2 9.19720805469653, P3 5.09773629657489, P4 6.09541318660889, 
  [*,1987] P1 9.97205361384459, P2 8.85998259008112, P3 5.75410350616439, P4 5.31077125455806, 
  [*,1988] P1 8.78050160420196, P2 6.84010252606931, P3 11.9758756492685, P4 5.50699769278986, 
  [*,1989] P1 10.0492308830965, P2 9.1807642028151, P3 7.48623450557808, P4 5.19979479449175, 
  [*,1990] P1 9.64793205273781, P2 5.25506366223476, P3 6.80923024064605, P4 6.88517889788512, 
  [*,1991] P1 8.69784576607858, P2 9.36124697420958, P3 7.79680745007308, P4 5.73914772479285, 
  [*,1992] P1 9.85209110436606, P2 6.50910781913989, P3 9.25509821673364, P4 6.30019202253288, 
  [*,1993] P1 7.70680650517564, P2 6.6041339164581, P3 5.90247241383534, P4 6.22179057569685, 
  [*,1994] P1 9.24831998193026, P2 9.2306293401116, P3 6.68191003769105, P4 5.70373063927132, 
  [*,1995] P1 10.8129877081451, P2 5.82447348118613, P3 8.13872282881424, P4 5.06599788519947, 
  [*,1996] P1 6.57167085564548, P2 8.29763190707513, P3 8.22175149512289, P4 6.4200465947058, 
  [*,1997] P1 7.82230696809088, P2 7.58118811057916, P3 8.20087136883884, P4 6.35824821685131, 
  [*,1998] P1 6.37000124005982, P2 6.38936349539507, P3 6.67430283513368, P4 6.59150930322197, 
  [*,1999] P1 5.66364388975649, P2 8.28112360802469, P3 5.3835867881738, P4 5.3767392527079, 
  [*,2000] P1 5.81016669322917, P2 7.47958844947272, P3 8.00245373410136, P4 6.71952971332942, 
  [*,2001] P1 7.68436612514727, P2 8.60217985562961, P3 5.81705191441909, P4 6.22636626474674, 
  [*,2002] P1 8.85821600784116, P2 11.6232329034723, P3 6.54259235580053, P4 5.94943551609493, 
  [*,2003] P1 5.05877745623289, P2 8.12681968574448, P3 8.80143498602621, P4 7.13814156690555, 
  [*,2004] P1 9.47387922543417, P2 8.84034120798779, P3 7.18617033225254, P4 5.69045532773812, 
  [*,2005] P1 7.02791318100102, P2 9.11442870158661, P3 5.47553492607009, P4 6.48167861331355, 
  [*,2006] P1 8.82215959815726, P2 11.460487920019, P3 5.7405941985183, P4 5.25839459654413, 
  [*,2007] P1 6.53163797767057, P2 10.5496932111199, P3 5.69883530374247, P4 6.16612794201946, 
  [*,2008] P1 6.89381706593379, P2 9.77019563257801, P3 6.99805100893546, P4 5.72844196445538, 
  [*,2009] P1 6.54339007817509, P2 9.72705772999754, P3 5.69467280204866, P4 5.72280443540799, 
  [*,2010] P1 9.3850158905003, P2 10.7386396910201, P3 6.20443480454165, P4 5.77340719037802, 
  [*,2011] P1 5.33897021843381, P2 9.18022486174567, P3 7.89190599114304, P4 6.22851410848796, 
  [*,2012] P1 10.4350457243964, P2 9.27997738166093, P3 5.83590109639411, P4 5.70384603853449, 
  [*,2013] P1 11.3769251143104, P2 5.87748988674208, P3 7.4976507611798, P4 5.31191385745233, 
  [*,2014] P1 8.17067213517908, P2 10.0270738447791, P3 5.77548275948258, P4 5.52264824874017, 
  [*,2015] P1 6.26355557118579, P2 8.59948516701711, P3 8.88142818791957, P4 5.64075613253998, 
  [*,2016] P1 10.9477152804777, P2 6.55229153799462, P3 9.12418017249692, P4 5.63862371095961, 
  [*,2017] P1 8.72836070376289, P2 6.06239769495999, P3 7.93829722839751, P4 7.00797015056511, 
  [*,2018] P1 5.62214858142468, P2 11.4500942860636, P3 5.13832882158456, P4 5.50522712635969, 
  [*,2019] P1 5.9223776524683, P2 9.03922855754493, P3 7.39390080224968, P4 7.62346628804375, 
  [*,2020] P1 8.61463605193496, P2 9.92882370183029, P3 7.42733566215853, P4 5.70725922907411, 
  [*,2021] P1 5.70981259857797, P2 7.92904231731696, P3 6.39827453790888, P4 6.41833544235298, 
  [*,2022] P1 7.17303451137824, P2 9.25785887626984, P3 9.14424270014181, P4 6.01317815842498, 
  [*,2023] P1 5.81797865414456, P2 10.3437004485779, P3 6.61261148634756, P4 5.81823287869315, 
  [*,2024] P1 5.12000200065729, P2 7.25154556278256, P3 9.41143021190058, P4 7.01888770655889, 
  [*,2025] P1 9.60238955926557, P2 5.52517156287565, P3 6.7606203842889, P4 6.09966572081036, 
  [*,2026] P1 6.7691231684418, P2 10.0560564272616, P3 5.03601135713438, P4 6.43798120783624, 
  [*,2027] P1 11.44704438246, P2 8.80600964719421, P3 7.4680568411709, P4 5.282718334982, 
  [*,2028] P1 7.20645729049556, P2 7.18667222010172, P3 6.05306924582052, P4 6.32872386063879, 
  [*,2029] P1 8.77916447287516, P2 5.02349510340054, P3 7.6010605685007, P4 5.87845337825429, 
  [*,2030] P1 7.23041222304987, P2 7.33220700912058, P3 6.04024190946249, P4 7.06878942381728, 
  [*,2031] P1 11.4993793663757, P2 8.81758579023899, P3 7.79783257491998, P4 5.20867260338858, 
  [*,2032] P1 6.04511694041604, P2 8.68824275000328, P3 5.83233856865378, P4 5.40047727561213, 
  [*,2033] P1 8.12068660867212, P2 10.6218710481126, P3 6.67389901303752, P4 5.91743092361685, 
  [*,2034] P1 9.88714095418485, P2 6.17293906734641, P3 7.96094450937973, P4 5.45893706555524, 
  [*,2035] P1 10.5902390789388, P2 5.0807827925095, P3 8.99987787357535, P4 5.53955671466146, 
  [*,2036] P1 8.1926974468155, P2 9.77439043123765, P3 5.80318999058897, P4 6.01311940627719, 
  [*,2037] P1 9.60031129201126, P2 9.14331995731114, P3 6.78306975946533, P4 5.96003022646349, 
  [*,2038] P1 8.26467102387489, P2 5.79077572938235, P3 10.2979834083283, P4 7.08396341112069, 
  [*,2039] P1 7.53764385561942, P2 7.51051037470597, P3 7.24315321934999, P4 6.48319036428555, 
  [*,2040] P1 6.45851268490979, P2 7.30756932196684, P3 7.03931791562294, P4 6.12080110763592, 
  [*,2041] P1 7.95977181870088, P2 7.61564970833487, P3 8.59717854476726, P4 6.64114210777547, 
  [*,2042] P1 8.45941471788395, P2 5.76365494923554, P3 8.09692244290842, P4 6.65997290581035, 
  [*,2043] P1 10.0709211334622, P2 8.21329780124868, P3 7.54596094711126, P4 5.95358129406353, 
  [*,2044] P1 5.98420348675391, P2 8.33548032209967, P3 7.70865588218592, P4 6.75634433707587, 
  [*,2045] P1 9.93545818639342, P2 7.02949619623511, P3 8.18100560219358, P4 5.82646434736154, 
  [*,2046] P1 10.2650681364991, P2 6.20975587182577, P3 7.62319976406688, P4 5.94269438478974, 
  [*,2047] P1 11.2941861553828, P2 9.05294268944526, P3 8.85050950275759, P4 6.22880115894695, 
  [*,2048] P1 8.53180318609575, P2 9.56419799291323, P3 6.98651362364058, P4 5.98140641979289, 
  [*,2049] P1 5.82701692592602, P2 10.471788389307, P3 8.09160833253262, P4 6.3185134239934, 
  [*,2050] P1 6.78117213658601, P2 7.34080046010991, P3 8.42030124314897, P4 7.08080839435325, 
  [*,2051] P1 8.01147131001725, P2 7.21926416596459, P3 5.32238749812023, P4 5.74229866586803, 
  [*,2052] P1 7.88730317723566, P2 6.73224680596947, P3 7.08540245152429, P4 6.50107388724992, 
  [*,2053] P1 8.40862845053906, P2 5.24028083566964, P3 9.89957842753758, P4 6.77357993075344, 
  [*,2054] P1 8.54760735632848, P2 6.34786678519524, P3 6.89376704320797, P4 6.97476623383588, 
  [*,2055] P1 5.7869780687559, P2 7.38725163582706, P3 7.20114964132202, P4 6.29960258375351, 
  [*,2056] P1 5.03834692692098, P2 6.02907937827346, P3 9.88919374795037, P4 7.6356942658682, 
  [*,2057] P1 8.27362185102258, P2 9.94997696143323, P3 8.44195372819456, P4 6.43837313208485, 
  [*,2058] P1 10.5376383024887, P2 7.72572037440008, P3 6.33442458860599, P4 6.69449137529462, 
  [*,2059] P1 7.8493213719549, P2 9.5353347577644, P3 5.01209267075609, P4 6.04284916308629, 
  [*,2060] P1 7.98957171658113, P2 10.9344127407003, P3 5.85732346112465, P4 5.45421050619871, 
  [*,2061] P1 8.7511512279089, P2 8.31446108032178, P3 6.03586477564487, P4 5.51839643672784, 
  [*,2062] P1 10.7779634099191, P2 5.22497313272465, P3 8.8820118213484, P4 6.01072859056026, 
  [*,2063] P1 9.40620238899991, P2 11.1812909081714, P3 6.99878280289601, P4 5.49711128577774, 
  [*,2064] P1 5.05630433426877, P2 7.10521283869044, P3 8.5764409192293, P4 7.08693481479796, 
  [*,2065] P1 7.73502250607662, P2 9.47027773875306, P3 9.31758092883288, P4 6.47554480197165, 
  [*,2066] P1 9.41888860210284, P2 8.57121259264898, P3 5.8391959165985, P4 5.54428533571161, 
  [*,2067] P1 6.58798113526847, P2 5.98296574510632, P3 8.69164238343869, P4 6.59810704278776, 
  [*,2068] P1 11.1219651405536, P2 7.89058833396739, P3 6.05572226543014, P4 5.4269937994495, 
  [*,2069] P1 9.18770754998974, P2 5.95534433708622, P3 9.00467615060958, P4 5.83214274755005, 
  [*,2070] P1 5.22908572703092, P2 9.02443812288302, P3 8.5462314292494, P4 6.16912064644212, 
  [*,2071] P1 8.4550336008919, P2 5.95464458946589, P3 5.7468607295108, P4 6.83958653937649, 
  [*,2072] P1 8.00687100064524, P2 11.0195821996814, P3 6.15170831072393, P4 5.77216245193819, 
  [*,2073] P1 5.10344984522216, P2 5.32444524173829, P3 10.7328316787739, P4 7.28991460402766, 
  [*,2074] P1 5.68257336665889, P2 11.1028282356976, P3 5.53773052287607, P4 6.2450563433138, 
  [*,2075] P1 8.80313668647443, P2 7.10460591103387, P3 5.99867797936787, P4 6.1464375002758, 
  [*,2076] P1 6.15763962899627, P2 8.24312289791574, P3 7.04660099128334, P4 6.24396945472589, 
  [*,2077] P1 6.17371284067637, P2 9.64198313977716, P3 7.81283978080695, P4 7.22394991593179, 
  [*,2078] P1 6.15607586679332, P2 7.23152754966744, P3 7.94849367083781, P4 6.55700164695375, 
  [*,2079] P1 7.71289021903835, P2 5.65570927958215, P3 9.34769388114598, P4 6.33634690437926, 
  [*,2080] P1 8.34337295514656, P2 11.4436934407745, P3 5.9414735399783, P4 5.25789646443603, 
  [*,2081] P1 6.28731562325573, P2 10.9037820043417, P3 5.89841620720865, P4 5.75413874470564, 
  [*,2082] P1 8.02885050797284, P2 5.47599515841297, P3 6.97846103388226, P4 6.01480418643174, 
  [*,2083] P1 9.72551104431377, P2 8.49499587028053, P3 8.89079772391372, P4 6.40440078646182, 
  [*,2084] P1 7.7935387772931, P2 8.75568594944955, P3 7.1325815933273, P4 6.10430175228541, 
  [*,2085] P1 7.39257054720903, P2 8.56751643322238, P3 7.52667261855731, P4 7.35746225917275, 
  [*,2086] P1 8.47402768043154, P2 7.72697720420269, P3 6.15168735115434, P4 6.00151078143712, 
  [*,2087] P1 10.7176276113583, P2 8.07089347578893, P3 6.6555649227607, P4 6.33934404351351, 
  [*,2088] P1 11.4068064470159, P2 5.61868169080801, P3 6.6998121825133, P4 5.45578964934934, 
  [*,2089] P1 7.26437441241104, P2 10.6197319434619, P3 6.61249528235497, P4 6.1295912598174, 
  [*,2090] P1 10.7645522796811, P2 8.20417573526307, P3 7.05828504278853, P4 5.29581038399369, 
  [*,2091] P1 5.00691854942101, P2 8.65723933337458, P3 6.441877246303, P4 6.3320754585796, 
  [*,2092] P1 9.50140333733756, P2 6.47806013955964, P3 7.2113211572373, P4 5.77151032434678, 
  [*,2093] P1 7.11641916278165, P2 5.86835377952663, P3 5.23539482643487, P4 6.45812055954501, 
  [*,2094] P1 9.92384495583604, P2 11.1264059461828, P3 6.25539853910058, P4 5.71809918408924, 
  [*,2095] P1 10.3848372207955, P2 11.9947229487725, P3 5.74071201956708, P4 5.00816158718351, 
  [*,2096] P1 11.6463331484806, P2 8.4591922465275, P3 6.31889832591857, P4 5.28429758732145, 
  [*,2097] P1 9.38453671847472, P2 11.8337781635755, P3 5.57993550885247, P4 6.29118092395762, 
  [*,2098] P1 8.39167807678863, P2 9.91758275891446, P3 6.73911744720299, P4 5.83288767404471, 
  [*,2099] P1 6.40383428283113, P2 6.61929935767085, P3 11.4222751106321, P4 6.32091780599231, 
  [*,2100] P1 5.81591880727204, P2 9.09555937206992, P3 7.08460235240359, P4 7.4072783777706, 
  [*,2101] P1 7.8763576407514, P2 6.89397840503987, P3 8.35777716549538, P4 6.04128722128826, 
  [*,2102] P1 8.72807387660333, P2 8.83133164688544, P3 5.63909796855951, P4 6.65381881951742, 
  [*,2103] P1 8.8904485197083, P2 8.45102935511595, P3 5.85896518038173, P4 5.96085123052069, 
  [*,2104] P1 11.0301970200474, P2 7.76455102481851, P3 6.08399098468242, P4 5.04111895739822, 
  [*,2105] P1 8.76826109763315, P2 8.36980495146292, P3 6.02750186379942, P4 5.24871769062034, 
  [*,2106] P1 6.29535794799595, P2 8.87836356256617, P3 6.96480848523149, P4 6.57427024396793, 
  [*,2107] P1 7.4346720791537, P2 7.12497245208465, P3 6.71932548765956, P4 5.80740395370874, 
  [*,2108] P1 11.1464476386861, P2 8.40758417826567, P3 5.62220280995237, P4 5.14386329446038, 
  [*,2109] P1 5.03115933160228, P2 5.53117164820025, P3 7.33411316888839, P4 7.11617993863064, 
  [*,2110] P1 8.9870113460304, P2 10.6564312307426, P3 5.7522665421737, P4 6.0811301800642, 
  [*,2111] P1 8.8173713385195, P2 6.85822783993364, P3 8.66894292016818, P4 6.68484028993317, 
  [*,2112] P1 7.92609247274339, P2 10.9931464146395, P3 5.15162224402766, P4 5.10122902638012, 
  [*,2113] P1 10.3738887291113, P2 8.36697580902974, P3 7.0638995529394, P4 6.27387479360299, 
  [*,2114] P1 10.7499313385864, P2 8.93567414043939, P3 6.50880638811738, P4 5.59191216197619, 
  [*,2115] P1 7.35350858436675, P2 6.97043576251897, P3 8.00888806552138, P4 6.89683569465691, 
  [*,2116] P1 6.7739747087261, P2 8.76933528792316, P3 6.88561914828715, P4 6.03780003466843, 
  [*,2117] P1 5.31954123747313, P2 10.5892133559089, P3 6.36999734664414, P4 6.03518789811146, 
  [*,2118] P1 7.5279992760168, P2 9.1055372382846, P3 6.11266645877632, P4 6.97372741310942, 
  [*,2119] P1 8.53615751965151, P2 6.56367214292556, P3 8.41825275853458, P4 6.57569133557433, 
  [*,2120] P1 10.4251476746385, P2 6.66312552271407, P3 7.86070027462458, P4 5.65604715372963, 
  [*,2121] P1 7.47483818215631, P2 6.34007874482017, P3 8.20884769748172, P4 6.0360656635748, 
  [*,2122] P1 5.90849079480595, P2 9.9354979724465, P3 6.21095318294449, P4 6.19573948073734, 
  [*,2123] P1 10.1535491781489, P2 6.08976177272962, P3 7.55846768644679, P4 5.31488960931238, 
  [*,2124] P1 8.76739992584991, P2 6.71605529615009, P3 8.98865513762166, P4 5.96616082513474, 
  [*,2125] P1 6.65785836236853, P2 9.32085060507307, P3 6.35905004897403, P4 6.01826051687455, 
  [*,2126] P1 11.6273033047086, P2 8.93145948324963, P3 8.22692111387714, P4 6.17352850545512, 
  [*,2127] P1 6.08075328727224, P2 9.42951475415695, P3 8.03720313770331, P4 6.28713125604252, 
  [*,2128] P1 9.37029240214782, P2 5.68028761559895, P3 6.32277781874715, P4 6.21241140856403, 
  [*,2129] P1 8.54943381112534, P2 8.94553755276893, P3 5.07593764037045, P4 5.75748606535471, 
  [*,2130] P1 8.7084227595903, P2 8.6175012216431, P3 6.92068064189048, P4 5.61721586690109, 
  [*,2131] P1 11.7434937206354, P2 6.78173805264908, P3 8.04979052191874, P4 5.63167181955886, 
  [*,2132] P1 6.24426729832592, P2 11.997794282195, P3 7.22404602030845, P4 5.76995636318709, 
  [*,2133] P1 11.3476752840381, P2 10.3374944089958, P3 5.28527388490354, P4 5.4735116855217, 
  [*,2134] P1 10.8666632961037, P2 9.79125744061885, P3 7.43216791265191, P4 5.68037706099005, 
  [*,2135] P1 9.54373158646586, P2 7.94396370076116, P3 6.09208554917995, P4 5.34664646464406, 
  [*,2136] P1 9.0934509369677, P2 5.27546763258267, P3 9.2095778547018, P4 6.24029181567788, 
  [*,2137] P1 7.34476576542314, P2 8.92771002397759, P3 8.28781126353979, P4 6.17080235773237, 
  [*,2138] P1 11.5233165979791, P2 10.0049459996237, P3 6.19066332668798, P4 5.24509096293806, 
  [*,2139] P1 6.75374608328471, P2 5.01497866024515, P3 9.25898839808327, P4 6.98014913894759, 
  [*,2140] P1 5.36598266449249, P2 9.2061562544715, P3 8.31817499412639, P4 6.68270659693732, 
  [*,2141] P1 11.7029685728564, P2 6.57206199095427, P3 6.32567914583959, P4 5.23432902719459, 
  [*,2142] P1 7.30917755513095, P2 9.92055346772022, P3 6.39839425849477, P4 5.56790022161985, 
  [*,2143] P1 6.93435639512171, P2 7.60801522560379, P3 8.00825963699358, P4 7.33953540009188, 
  [*,2144] P1 5.09641913877861, P2 8.79578236318312, P3 6.44945386816458, P4 7.18858319321709, 
  [*,2145] P1 11.5460405225469, P2 8.02271903856795, P3 7.51814896981482, P4 5.66369734777164, 
  [*,2146] P1 7.83848092456038, P2 7.95511633155921, P3 7.26618775638024, P4 5.77657943661448, 
  [*,2147] P1 5.77393532957357, P2 9.87321574064453, P3 7.94250721783454, P4 7.21018698119034, 
  [*,2148] P1 6.7914173056725, P2 8.55364668206076, P3 7.34837173335664, P4 5.6742669096294, 
  [*,2149] P1 10.2462479915316, P2 7.73925198689412, P3 7.30217119667646, P4 5.3352656370386, 
  [*,2150] P1 9.96753273603293, P2 7.76222221692051, P3 8.46374165725735, P4 5.7803439038254, 
  [*,2151] P1 8.79555996664753, P2 10.7586973140817, P3 6.51414314586164, P4 6.0130042339465, 
  [*,2152] P1 8.64462028411059, P2 8.717011882375, P3 5.65917075665902, P4 5.84436907825969, 
  [*,2153] P1 8.07356389521615, P2 7.96247919626967, P3 5.19217185617498, P4 5.31000689538709, 
  [*,2154] P1 6.82427411270862, P2 5.03684460583549, P3 9.82159171635643, P4 7.50759245237157, 
  [*,2155] P1 5.83377730878345, P2 7.84285870343973, P3 6.38068368970697, P4 5.39753189878897, 
  [*,2156] P1 11.5418395451582, P2 7.90096308015831, P3 6.28820383672291, P4 5.86906655258944, 
  [*,2157] P1 6.01302499283227, P2 7.81031039104275, P3 7.73504337210791, P4 6.99006372661365, 
  [*,2158] P1 9.60919652848193, P2 5.58024261808866, P3 9.50095075307265, P4 5.98866876585554, 
