param revenue :=
  [*,1] P1 7.49203628371034, P2 7.54716551370978, P3 8.62885703549665, P4 6.65308821662005, 
  [*,1270] P1 7.84782890310424, P2 9.83411148466695, P3 5.43468066085452, P4 6.32137647940823, 
  [*,1271] P1 9.83408799137793, P2 6.49937865194641, P3 7.53694681388263, P4 5.81689755880794, 
  [*,1272] P1 7.04444487938376, P2 8.80595774586662, P3 5.1245956091666, P4 6.04012514356124, 
  [*,1273] P1 11.7657301807914, P2 6.94814118508559, P3 8.18112389573815, P4 5.65207877330042, 
  [*,1274] P1 8.32270012578307, P2 9.81236870500225, P3 5.40115155579267, P4 6.56639698533464, 
  [*,1275] P1 7.6966647509509, P2 6.66977880583818, P3 6.14082602252777, P4 6.2980280365957, 
  [*,1276] P1 6.01965711502802, P2 9.59683935333808, P3 6.13064218640826, P4 5.76031943016619, 
  [*,1277] P1 7.89648111036627, P2 8.51720454349685, P3 6.88333934174152, P4 6.38022455130399, 
  [*,1278] P1 10.7293910091636, P2 7.32367282146235, P3 8.41985319232199, P4 6.34402224456874, 
  [*,1279] P1 11.5602441364778, P2 9.30707780750035, P3 6.35691877948706, P4 5.74241761217602, 
  [*,1280] P1 9.03945687055067, P2 6.64740635856269, P3 6.03698522238419, P4 6.79342248162573, 
  [*,1281] P1 9.81389905871937, P2 5.04291392143239, P3 8.85302212850851, P4 6.36851452142369, 
  [*,1282] P1 6.90181508295121, P2 6.02905422551638, P3 7.49757427525014, P4 6.53323021614588, 
  [*,1283] P1 11.5358506097254, P2 8.90373840763545, P3 7.67823705945862, P4 5.71637729391573, 
  [*,1284] P1 7.08914794374855, P2 11.5075487011572, P3 5.50057344025625, P4 7.18233371031943, 
  [*,1285] P1 8.45745002408182, P2 7.03141302938681, P3 9.00791214700489, P4 6.3873125819584, 
  [*,1286] P1 8.61021121790952, P2 7.67909878728786, P3 7.98301850719354, P4 6.45939139239995, 
  [*,1287] P1 7.25228942883448, P2 8.75563827029237, P3 6.08544156273927, P4 6.22150723241076, 
  [*,1288] P1 8.36980689196237, P2 7.0420278599363, P3 10.1463292436177, P4 7.05436367138202, 
  [*,1289] P1 5.08898797666346, P2 10.8196317224904, P3 6.02768493298708, P4 6.82858833714824, 
  [*,1290] P1 6.1175424482397, P2 5.19747103557034, P3 8.44487516900626, P4 7.40250265306554, 
  [*,1291] P1 11.7936008730372, P2 7.42239731900132, P3 9.05367231386941, P4 5.77685977327095, 
  [*,1292] P1 8.05943609714792, P2 11.056078071071, P3 5.6001496977631, P4 5.93713189922278, 
  [*,1293] P1 7.87879786627223, P2 11.2137033118317, P3 7.09425334752281, P4 5.89928550435731, 
  [*,1294] P1 8.97198968712929, P2 6.90784641395484, P3 7.73997805934279, P4 5.54993320598286, 
  [*,1295] P1 5.73532764123594, P2 8.12162417650392, P3 9.75867549868684, P4 7.58363954478548, 
  [*,1296] P1 7.00881786635324, P2 5.8330992763405, P3 6.61536680494191, P4 6.55953327746282, 
  [*,1297] P1 5.1123249844464, P2 9.42880504215686, P3 7.2462202500226, P4 6.12476850721018, 
  [*,1298] P1 9.69062216345733, P2 7.04819051610849, P3 9.38017003086575, P4 5.60394462712058, 
  [*,1299] P1 9.78900446060841, P2 11.2508542703732, P3 6.12571559987578, P4 5.72947613909942, 
  [*,1300] P1 7.35482271345544, P2 9.12058608767362, P3 6.93880477570826, P4 5.36812008280428, 
  [*,1301] P1 9.45547392468027, P2 7.4506194380723, P3 7.6871902497634, P4 6.23881327641052, 
  [*,1302] P1 8.99541085690022, P2 8.18814783134609, P3 9.23119620340626, P4 6.2545740175116, 
  [*,1303] P1 11.1565157170055, P2 5.92449678408829, P3 5.47960798106028, P4 5.76591279245195, 
  [*,1304] P1 5.2102691113831, P2 9.67730889857632, P3 6.91420937513595, P4 5.97279040233154, 
  [*,1305] P1 8.13804686799484, P2 7.89314369333461, P3 7.98574762497803, P4 6.36698468673391, 
  [*,1306] P1 11.7150975800649, P2 5.70912332490249, P3 8.86842424350668, P4 6.51555101729279, 
  [*,1307] P1 10.112472896553, P2 11.6247271425898, P3 6.91213660381441, P4 5.52960064544361, 
  [*,1308] P1 8.64978008558985, P2 7.93204219059151, P3 8.55575083586408, P4 6.54196974636333, 
  [*,1309] P1 8.11220477573654, P2 6.67148411397343, P3 9.22354071605427, P4 6.033663585905, 
  [*,1310] P1 11.3491458922419, P2 5.02397328354926, P3 8.31585313603993, P4 6.00304931204812, 
  [*,1311] P1 7.38221965753408, P2 7.54238952152052, P3 6.02548906765592, P4 6.44000363297008, 
  [*,1312] P1 7.4640647078825, P2 10.1600684616496, P3 8.89975813250943, P4 5.3443987510976, 
  [*,1313] P1 7.98051232022855, P2 5.05785354014711, P3 8.99615537383236, P4 7.64589424222706, 
  [*,1314] P1 5.06523530486399, P2 11.1993594293279, P3 6.9360181889787, P4 6.7215588759932, 
  [*,1315] P1 6.73810386126625, P2 7.27990110489582, P3 8.82362775499151, P4 6.51568790782054, 
  [*,1316] P1 6.49643718428808, P2 8.8900112796527, P3 7.27372271418432, P4 7.31594000433615, 
  [*,1317] P1 6.56594572705925, P2 6.50530691692962, P3 5.88305190598141, P4 6.92622811033439, 
  [*,1318] P1 7.13538237644925, P2 6.98313618976264, P3 8.92717004217803, P4 6.77474265181805, 
  [*,1319] P1 9.95433827538975, P2 8.71012660103608, P3 7.64840449179997, P4 5.77779248036911, 
  [*,1320] P1 7.34110807835769, P2 8.86471023691542, P3 7.63715842702349, P4 6.4594562391866, 
  [*,1321] P1 6.64863812981103, P2 6.84232215885483, P3 7.39392181200713, P4 5.68599419209156, 
  [*,1322] P1 6.55231095096286, P2 8.17054899426197, P3 8.02595988406629, P4 6.1583281053938, 
  [*,1323] P1 9.29901469592278, P2 6.58202672868179, P3 7.79595643172254, P4 6.60342607281657, 
  [*,1324] P1 7.65797853756986, P2 7.18902146818852, P3 8.6022004497734, P4 5.83519193105016, 
  [*,1325] P1 9.91435231387871, P2 5.62529979997464, P3 7.92503727984818, P4 5.87241756700404, 
  [*,1326] P1 7.94340612076164, P2 8.70691399088251, P3 8.43913740588914, P4 6.53915505508763, 
  [*,1327] P1 11.4197461167402, P2 5.16493722873126, P3 7.28407698013115, P4 5.44101938538607, 
  [*,1328] P1 11.8363067908023, P2 10.8915708113201, P3 6.90232573438193, P4 5.1423727100702, 
  [*,1329] P1 6.08943403262513, P2 9.50135618896623, P3 7.03357609230966, P4 6.7461646893792, 
  [*,1330] P1 8.16559025903975, P2 6.54436870750814, P3 5.97398492731726, P4 7.11349953829099, 
  [*,1331] P1 9.95121301519759, P2 6.29389053065875, P3 6.9939764994162, P4 5.72736960509169, 
  [*,1332] P1 8.09411595508925, P2 5.45092149051852, P3 9.09448925367064, P4 7.45761871203299, 
  [*,1333] P1 6.08657569471113, P2 11.0395706220397, P3 5.12271740653761, P4 6.23617174810865, 
  [*,1334] P1 10.0425732147149, P2 5.55439320790366, P3 9.39021535283928, P4 6.30263053417051, 
  [*,1335] P1 10.8523930426363, P2 10.9602121781566, P3 5.41451938300551, P4 5.03372636066765, 
  [*,1336] P1 10.8609366377769, P2 10.1305102831612, P3 5.26422871159721, P4 5.04180594028656, 
  [*,1337] P1 9.1377318017537, P2 6.29796287963454, P3 6.84947008908552, P4 6.1977744957739, 
  [*,1338] P1 7.57510856971022, P2 7.21364126966271, P3 6.37143000660903, P4 5.67478148134757, 
  [*,1339] P1 9.72972738467511, P2 7.11319678904285, P3 6.82322909527191, P4 5.82291220701159, 
  [*,1340] P1 5.82155222135683, P2 11.5735093123797, P3 7.01671630546288, P4 6.63065734556019, 
  [*,1341] P1 7.49733348817649, P2 6.6901128565728, P3 10.9269074429463, P4 6.50580563195912, 
  [*,1342] P1 10.2093555535815, P2 7.31961746244254, P3 10.6095247709318, P4 5.93224722629931, 
  [*,1343] P1 7.10032536503547, P2 11.9429220512407, P3 6.77746298910874, P4 6.01218629165693, 
  [*,1344] P1 9.3566789905035, P2 5.47934990811232, P3 8.15575120383736, P4 6.95999193716352, 
  [*,1345] P1 8.97061884118485, P2 7.31421938500926, P3 5.77924841721386, P4 5.36957558432472, 
  [*,1346] P1 5.20854662134632, P2 5.26693946440591, P3 6.09118920488339, P4 6.28995265810597, 
  [*,1347] P1 9.83828087867638, P2 7.72940035447694, P3 8.6894490002892, P4 5.88355249796273, 
  [*,1348] P1 6.49676110762681, P2 8.61343814044283, P3 7.44310045405132, P4 6.24210878220134, 
  [*,1349] P1 5.9718838558678, P2 10.7097629735251, P3 5.90959134165545, P4 7.17182069467903, 
  [*,1350] P1 5.3457596519725, P2 7.7174496482935, P3 7.8702147244909, P4 5.6095943556499, 
  [*,1351] P1 9.09516531492443, P2 7.69544197924462, P3 5.1063396286164, P4 6.15318741735939, 
  [*,1352] P1 11.6428857770825, P2 5.39316148908705, P3 6.01415583128478, P4 5.6655495014454, 
  [*,1353] P1 5.99820797046474, P2 10.1637182693285, P3 5.85375503047698, P4 6.81955977607331, 
  [*,1354] P1 7.02343492785249, P2 11.271149141283, P3 6.92378935867838, P4 6.40825168050544, 
  [*,1355] P1 8.458999754469, P2 8.18728104820821, P3 5.72503043922623, P4 5.80409850727355, 
  [*,1356] P1 6.90367847941828, P2 7.8724920095229, P3 7.01324287759387, P4 7.6212940002572, 
  [*,1357] P1 8.47997518505008, P2 8.96185396623168, P3 6.83370184747347, P4 6.31741851609626, 
  [*,1358] P1 5.44332274385302, P2 8.75718820550437, P3 7.45570530836723, P4 6.54263235953811, 
  [*,1359] P1 10.1019223507375, P2 6.23080594178872, P3 8.95256641803511, P4 5.26518682460141, 
  [*,1360] P1 8.65832949287528, P2 7.8663565307722, P3 7.51373094044077, P4 5.8516177487041, 
  [*,1361] P1 7.95237116061522, P2 5.4589262130397, P3 7.48664196971411, P4 5.51731298576121, 
  [*,1362] P1 10.9178350237611, P2 9.37024351081758, P3 7.60506999313548, P4 5.33807684947187, 
  [*,1363] P1 5.28068024202616, P2 8.7829215353999, P3 6.18919082845477, P4 6.09054907774205, 
  [*,1364] P1 10.4058537966975, P2 5.14159311566681, P3 7.78663096106349, P4 5.89074621904745, 
  [*,1365] P1 7.03037561241913, P2 6.79225111608095, P3 6.99312641154713, P4 5.94299948426488, 
  [*,1366] P1 8.90610334721728, P2 7.23771224831537, P3 8.87035254096951, P4 5.31709768382279, 
  [*,1367] P1 6.26416169911456, P2 8.24519119203902, P3 7.7952806196797, P4 6.16119475266291, 
  [*,1368] P1 10.5430390576336, P2 5.97733072239488, P3 6.82413265538344, P4 5.54452165617769, 
  [*,1369] P1 9.67715488570347, P2 10.0928101364337, P3 6.13410432424814, P4 5.63915543299936, 
  [*,1370] P1 8.42705381950833, P2 8.05271451337406, P3 7.95232887279994, P4 6.152176502593, 
  [*,1371] P1 5.33406311650934, P2 9.00106484248759, P3 7.63514064158459, P4 7.4131279648814, 
  [*,1372] P1 11.0067551307983, P2 7.74884367848149, P3 5.14788960210038, P4 5.40188353194185, 
  [*,1373] P1 8.6098921759952, P2 9.77430232688727, P3 5.79592337995861, P4 5.76687866626862, 
  [*,1374] P1 6.85259483741004, P2 10.3031978043902, P3 8.34116217600726, P4 5.87714199791814, 
  [*,1375] P1 5.29639892738229, P2 5.90621256022624, P3 6.21880443278983, P4 6.71451770636202, 
  [*,1376] P1 11.5811639800172, P2 5.5592200962324, P3 8.35980788803682, P4 6.19236565693039, 
  [*,1377] P1 5.89903060756791, P2 10.5410628402051, P3 5.39850100489573, P4 5.41228115135345, 
  [*,1378] P1 6.8067814461406, P2 8.32578949097909, P3 6.19728165495269, P4 6.00921178780211, 
  [*,1379] P1 7.79365128118752, P2 8.09327676265502, P3 8.53837186822897, P4 5.87668288460067, 
  [*,1380] P1 10.8590536269968, P2 6.21950600285946, P3 6.07165322342056, P4 6.16382619161374, 
  [*,1381] P1 6.31079946938399, P2 6.14846639716097, P3 9.2798633202385, P4 7.44513360443622, 
  [*,1382] P1 8.68027982253981, P2 8.63517460949659, P3 8.88530801470942, P4 6.73852359525735, 
  [*,1383] P1 10.0279078530868, P2 8.10417290216205, P3 6.08785447103978, P4 5.87307822945521, 
  [*,1384] P1 10.816857546477, P2 7.08353414872653, P3 7.91527920569972, P4 5.93834700444636, 
  [*,1385] P1 7.38158673436443, P2 10.5526730711844, P3 6.7189457909397, P4 5.81311351489791, 
  [*,1386] P1 8.84225525447757, P2 7.19150163635373, P3 5.24662810978291, P4 6.04134604603671, 
  [*,1387] P1 6.30895328606021, P2 10.1950048734562, P3 6.03544801200794, P4 5.73338243359856, 
  [*,1388] P1 7.44670844283603, P2 7.05208785169293, P3 7.69252332813217, P4 6.42697483062368, 
  [*,1389] P1 9.24378344228943, P2 7.74283428715455, P3 10.1001004498303, P4 5.871471353302, 
  [*,1390] P1 11.3948279555489, P2 5.35214241975091, P3 6.97973055806276, P4 6.61627095958439, 
  [*,1391] P1 9.32368045364026, P2 8.40353383535036, P3 6.02180960794536, P4 6.85955775671631, 
  [*,1392] P1 11.9895573725085, P2 8.95371230938743, P3 7.1004337456016, P4 5.17900308015235, 
  [*,1393] P1 5.80448608902643, P2 10.6946659173992, P3 7.15827473310878, P4 6.13764907427361, 
  [*,1394] P1 5.34335573239406, P2 7.29472152207326, P3 11.3225672354127, P4 7.19855570237894, 
  [*,1395] P1 5.21037954294252, P2 7.48829496893953, P3 7.13274680418279, P4 7.17348024722408, 
  [*,1396] P1 6.81119362649875, P2 6.61145885499313, P3 7.41453341075652, P4 7.07475426385828, 
  [*,1397] P1 7.61346169372152, P2 6.55828718094499, P3 5.82772399838697, P4 6.0047809107872, 
  [*,1398] P1 8.63140939698679, P2 8.78229127890593, P3 7.32149741484782, P4 5.36765649813059, 
  [*,1399] P1 11.3918941510719, P2 7.6680709575537, P3 6.22893945993232, P4 5.49940707822273, 
  [*,1400] P1 6.44315179359491, P2 5.8023590168719, P3 10.8161558236325, P4 6.63281495224384, 
  [*,1401] P1 11.0449266392145, P2 11.8858263068084, P3 6.03322473394314, P4 5.56489780549517, 
  [*,1402] P1 9.58539804017694, P2 7.90596006675468, P3 8.31859862959956, P4 5.92647904056714, 
  [*,1403] P1 11.2923595065119, P2 10.8672330444182, P3 5.47982513286146, P4 6.07913817774189, 
  [*,1404] P1 8.97680402783346, P2 8.20527146412349, P3 7.15949087522965, P4 6.55528048302044, 
  [*,1405] P1 11.684643625931, P2 7.42991984527484, P3 8.19592814476821, P4 5.21549828108037, 
  [*,1406] P1 7.75756152034554, P2 6.03391769095132, P3 8.11306825670913, P4 6.75333630565993, 
  [*,1407] P1 8.65583866096382, P2 7.97413574139132, P3 10.2505637147462, P4 6.81155002639658, 
  [*,1408] P1 6.53373934993058, P2 9.24102098500931, P3 7.54746763757379, P4 6.22216215575055, 
  [*,1409] P1 10.0074871916393, P2 7.33036689946632, P3 7.83929693794087, P4 5.83560465424106, 
  [*,1410] P1 8.05534345907085, P2 7.60164796327323, P3 8.42781024634479, P4 6.13559736759531, 
  [*,1411] P1 8.56987626395783, P2 8.19768772989423, P3 6.18452704186404, P4 6.52096213599475, 
  [*,1412] P1 8.4142262345174, P2 9.26797916468715, P3 5.92228012597322, P4 6.08124403807038, 
  [*,1413] P1 10.2024726598257, P2 11.0829406741744, P3 8.18167956221913, P4 5.76761813893316, 
  [*,1414] P1 8.87971309019042, P2 8.63425287913146, P3 7.52453578475697, P4 6.54323076429361, 
  [*,1415] P1 7.8238928134748, P2 9.52541255532573, P3 5.95670956645231, P4 5.68066353740574, 
  [*,1416] P1 6.89842076749695, P2 7.50812834132443, P3 7.18340943114239, P4 7.09590763820443, 
  [*,1417] P1 9.98274965108259, P2 8.73941859610357, P3 5.35896781132481, P4 5.92065210149496, 
  [*,1418] P1 7.54902124789819, P2 8.61911342196411, P3 5.45672462573237, P4 6.57675936945641, 
  [*,1419] P1 8.35393007038844, P2 9.44550141428493, P3 6.41875229909392, P4 5.88508025579595, 
  [*,1420] P1 7.99382360776558, P2 10.0294152390662, P3 6.16262146599716, P4 6.41475201897764, 
  [*,1421] P1 8.74824067897591, P2 8.41660022176263, P3 6.54266986660731, P4 5.45549425442235, 
  [*,1422] P1 11.4652236505529, P2 5.68975335638439, P3 10.2362814118527, P4 5.73029486887993, 
  [*,1423] P1 9.47269280600159, P2 11.2655292949606, P3 5.37164099758402, P4 5.79052322098969, 
  [*,1424] P1 10.3666636927647, P2 7.60192984610557, P3 7.37526479584486, P4 5.69609129245698, 
  [*,1425] P1 5.43586295037724, P2 7.7806655256978, P3 7.92889168903285, P4 7.15805222302892, 
  [*,1426] P1 9.65085280539368, P2 7.00191005722418, P3 7.25999819035589, P4 5.91579864380992, 
  [*,1427] P1 6.64001714848072, P2 7.93530027808385, P3 9.12870124482975, P4 7.35802767589133, 
  [*,1428] P1 7.82203868931504, P2 8.93845827018339, P3 7.30536242547773, P4 6.49402464321312, 
  [*,1429] P1 10.8295867685047, P2 5.68713163643214, P3 9.3090031995104, P4 6.21665859591867, 
  [*,1430] P1 7.177857538251, P2 7.51727790904527, P3 8.24199591316961, P4 6.55225807232406, 
  [*,1431] P1 8.71230513700535, P2 6.57345311795424, P3 8.90595096022296, P4 6.00889971456305, 
  [*,1432] P1 7.77643856209476, P2 6.32919669422042, P3 9.78768709573839, P4 7.54211458620542, 
  [*,1433] P1 11.5671623049369, P2 9.95051943751917, P3 6.07630251431118, P4 5.4161470270379, 
  [*,1434] P1 7.63038674405491, P2 5.78249319424551, P3 8.40377411544531, P4 6.48911992923131, 
  [*,1435] P1 6.73477236670902, P2 5.46276758456804, P3 9.0286725093634, P4 7.02556237110483, 
  [*,1436] P1 7.11422520192403, P2 8.57625518362107, P3 7.3621689925544, P4 6.72884597240522, 
  [*,1437] P1 9.84892478196656, P2 9.83311769521529, P3 5.40408056844488, P4 5.40326351450012, 
  [*,1438] P1 8.20524107246913, P2 9.00489556071498, P3 5.23339014378221, P4 5.33951840269449, 
  [*,1439] P1 9.9965072327803, P2 5.58380144217429, P3 7.52975044235504, P4 6.58013409687889, 
  [*,1440] P1 5.72763508165534, P2 5.14154657162196, P3 7.44872017222221, P4 7.46626837559813, 
  [*,1441] P1 10.7485846063436, P2 9.16297147345202, P3 9.42717170371604, P4 5.79870074654, 
  [*,1442] P1 5.06040864884417, P2 8.42596968587667, P3 8.20358351288328, P4 6.87808478241595, 
  [*,1443] P1 10.165465617912, P2 7.02624766194868, P3 5.28395535182489, P4 5.52375921715744, 
  [*,1444] P1 7.4473955006996, P2 5.77172606885013, P3 8.665219384035, P4 7.07576837848098, 
  [*,1445] P1 5.02077962337152, P2 10.7851905208389, P3 5.84642660869657, P4 6.27621363761675, 
  [*,1446] P1 6.32035042341811, P2 7.45143168162252, P3 7.99796362946748, P4 6.64165808942526, 
  [*,1447] P1 11.0739987767764, P2 8.26523447347784, P3 8.62782620949126, P4 5.81130027786936, 
  [*,1448] P1 9.57193242365405, P2 8.47996684849475, P3 5.15934653763491, P4 5.50920876197708, 
  [*,1449] P1 6.70444084932452, P2 6.72663838326621, P3 6.62105083574306, P4 6.06572122656419, 
  [*,1450] P1 9.17506921136743, P2 8.68604946247484, P3 5.56386046075966, P4 6.20886368037189, 
  [*,1451] P1 10.0516164445841, P2 7.37854137999498, P3 9.33649814115758, P4 5.79014121307522, 
  [*,1452] P1 11.618804574028, P2 8.01031263845575, P3 8.27912419475541, P4 6.83014858974635, 
  [*,1453] P1 7.53909574082569, P2 5.45057856683958, P3 7.34037601363715, P4 6.44913952015655, 
  [*,1454] P1 10.4400390349657, P2 11.1794868743758, P3 5.08864451224649, P4 5.80214849152056, 
  [*,1455] P1 6.5371924643682, P2 10.1431832088413, P3 6.28604667582509, P4 6.23020034286669, 
  [*,1456] P1 9.07535184966405, P2 7.21593975094292, P3 7.59378799496247, P4 6.77642518512565, 
  [*,1457] P1 11.1451437406209, P2 5.20845139287059, P3 9.19695918162328, P4 6.29086204122458, 
  [*,1458] P1 11.383588570719, P2 10.5029840849359, P3 5.09841623762633, P4 5.41798569178168, 
  [*,1459] P1 9.20989837046895, P2 9.14701230394941, P3 7.49949479091075, P4 5.47195500762924, 
  [*,1460] P1 9.23527473633321, P2 6.25948385109025, P3 8.27631086979827, P4 5.99655305788796, 
  [*,1461] P1 10.5426238766549, P2 5.43815897356272, P3 9.29975390360659, P4 6.81702538857252, 
  [*,1462] P1 11.563912303602, P2 5.97781894555882, P3 6.61394606591605, P4 6.1428445184259, 
  [*,1463] P1 10.3981614934176, P2 6.65501697919549, P3 7.76962275535295, P4 6.04662888972489, 
  [*,1464] P1 11.0674986800438, P2 10.2945093714768, P3 5.79451468851734, P4 5.12217722760806, 
  [*,1465] P1 7.57913146758201, P2 7.868103634404, P3 5.89104929554686, P4 5.31997721037651, 
  [*,1466] P1 9.69867075547592, P2 9.25465303749201, P3 5.55900012996773, P4 5.10138443549788, 
  [*,1467] P1 10.8308570548287, P2 6.18937248301624, P3 8.75511931937192, P4 5.96891353043248, 
  [*,1468] P1 9.54622164314491, P2 5.1993617708259, P3 8.1798327823106, P4 6.49997957912935, 
  [*,1469] P1 9.42927429925542, P2 6.60962694295655, P3 8.66835152733895, P4 5.80831560201354, 
  [*,1470] P1 8.03179289448038, P2 8.18332061771988, P3 6.89485889362945, P4 5.75477667871543, 
  [*,1471] P1 9.35654342155853, P2 7.50924960743174, P3 5.72743704646003, P4 5.62557994273561, 
  [*,1472] P1 5.86241741339997, P2 8.21026716496583, P3 6.3247257126026, P4 6.31491032684754, 
  [*,1473] P1 6.24815040321202, P2 11.55842924298, P3 6.86411476746289, P4 6.22894878413259, 
  [*,1474] P1 7.96639455424994, P2 6.47849251819859, P3 7.47352990386227, P4 6.8389362779714, 
  [*,1475] P1 6.68754849196912, P2 5.15885699113426, P3 9.82953097983635, P4 6.53116805331488, 
  [*,1476] P1 9.9309164392287, P2 9.42615050489916, P3 7.12218795542567, P4 5.46460771581468, 
  [*,1477] P1 6.69992645842247, P2 7.61544135534763, P3 5.07562665958097, P4 6.62183138738522, 
